Errors,site,Cave_string,ringingDate,month,Year,Hour,HourTime,type,ringnumber,Replacement,age,sex,winglength,weight,billlength,billheight,tarsus,TH,middletoe,Head,BLnalopsi,ringer,cave,nest_or_direction,Tag details,BP,Notes,Prospector
,,MT09_RM03_North,17/06/2022,6,2022,22,22:36:00,R,EE06759,0,4,,,395,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,22:38:00,R,EE04961,0,4,,,430,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,22:39:00,R,EE03285,0,4,,,370,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,22:40:00,N,EE04930,0,4,,,510,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,22:53:00,R,EE03439,0,4,,,410,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,23:03:00,N,EE04576,0,2,,,440,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,fledgling? But way in MN? ,,,0
,,MT09_RM03_North,17/06/2022,6,2022,22,23:21:00,N,EE04577,0,2,,,370,,,,,,,,BLM seabird project,Dolphin Cave North MN,way in,fledgling? But way in MN? ,,,0
,,MT30_TaCenc_Hourglass,20/06/2022,6,2022,22,22:10:00,N,EE04996,0,4,,,410,,,,,,,,BLM seabird project,Hour Glass,,,,,0
,,MT30_TaCenc_Hourglass,20/06/2022,6,2022,22,22:15:00,N,EE04997,0,3J,,,450,,,,,,,,BLM seabird project,Hour Glass,,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:17:00,N,EE04858,0,3J,,226,355,,,44.8,,,,,BLM seabird project,RM03,NS10 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:30:00,N,EE04859,0,3J,,222,385,,,45.8,,,,,BLM seabird project,RM03,NS7 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:40:00,N,EE04881,0,3J,,221,390,,,44,,,,,BLM seabird project,RM03,NS6 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:40:00,N,EE04860,0,3J,,222,385,,,45.4,,,,,BLM seabird project,RM03,NS8 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:50:00,N,EE04882,0,3J,,221,360,,,42.6,,,,,BLM seabird project,RM03,NS2 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,21,21:50:00,N,EE04884,0,3J,,219,350,,,45.1,,,,,BLM seabird project,RM03,NS2 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,22,22:09:00,N,EE04885,0,3J,,217,360,,,42.7,,,,,BLM seabird project,RM03,below NS1,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,22,22:11:00,R,EE04517,0,4,,,,,,,,,,,BLM seabird project,RM03,way in NS8,,,,0
,,MT09_RM03_18to22,27/06/2022,6,2022,22,22:23:00,N,EE04883,0,3J,,219,420,,,44,,,,,BLM seabird project,RM03,NS20_22 way out,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,23,23:19:00,R,EE03287,0,4,,,310,,,,,,,,BLM seabird project,RM03,NS10 way in ,,,,0
,,MT09_RM03_North,27/06/2022,6,2022,23,23:46:00,N,EE04886,0,4,,,335,,,,,,,,BLM seabird project,RM03,NS9 way out,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,20,20:20:00,N,EE04887,0,1,,216,,,,45.1,,,,,BLM seabird project,Shelf Cave,NS9,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,20,20:30:00,N,EE04888,0,1,,219,355,,,45.1,,,,,BLM seabird project,Shelf Cave,NS10,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,20,20:40:00,N,EE04889,0,3J,,221,430,,,45,,,,,BLM seabird project,Shelf Cave ,,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,21,21:00:00,N,EE04890,0,4,,233,445,,,47.3,,,,,BLM seabird project,Shelf Cave,,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,21,21:15:00,N,EE04893,0,3J,,222,410,,,45.4,,,,,BLM seabird project,Shelf Cave ,,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,21,21:32:00,N,EE04894,0,3J,,221,380,,,46,,,,,BLM seabird project,Shelf Cave,,,,,0
,,MT17_Comino_Shelf,30/06/2022,6,2022,22,22:10:00,N,EE04895,0,4,,,,,,,,,,,BLM seabird project,Shelf Cave ,,,,,0
,,MT24_Majjistral_South_4,05/07/2022,7,2022,21,21:30:00,N,EE04956,0,4,,,410,,,,,,,,BLM seabird project,SOW4 ,way in ,,,,0
,,MT24_Majjistral_South_4,05/07/2022,7,2022,21,21:43:00,N,EE04957,0,4,,,385,,,,,,,,BLM seabird project,SOW4,way in,,,,0
,,office,08/07/2022,7,2022,23,23:00:00,N,EE04958,0,3J,,228,330,,,47.8,,,,,BLM seabird project,grounded Marsa 07/07/2022,released Rdum tal-Madonna 08/07/2022,,,,0
,,office,08/07/2022,7,2022,21,21:00:00,N,EE04959,0,3J,,227,365,,,47.2,,,,,BLM seabird project,found at sea Comino Channel,"waterproofing problem, washed 07/07/2022, released Cumnija 08/07/2022",weight on retrieval 04/07/2022 315g,,,0
,,MT09_RM01,11/07/2022,7,2022,20,20:20:00,N,EE04960,0,1,,162,375,,,45.3,,,,,BLM seabird project,Big Crack,NB18,overlapped on purpose,,,0
,,MT09_RM01,11/07/2022,7,2022,20,20:25:00,R,EE04989,0,1,,202,355,,,45,,,,,BLM seabird project,Big Crack,NB19,tagged by BM for CIESM,,,0
,,MT09_RM01,11/07/2022,7,2022,21,21:05:00,N,EE04931,0,3J,,221,380,,,47.1,,,,,BLM seabird project,Big Crack,way out,"overlapped on purpose, tagged by BM for CIESM",,,0
,,MT09_RM01_Lower,11/07/2022,7,2022,22,22:00:00,N,EE04932,0,3J,,232,380,,,47.8,,,,,BLM seabird project,Big Crack,outside,"overlapped on purpose, tagged by BM for CIESM",,,0
,,MT09_RM02_Lower,11/07/2022,7,2022,22,22:35:00,N,EE04933,0,1J,,167,110,,,41.6,,,,,BLM seabird project,RM02 Above scamble point,"outside, dying, FM/FL",,,,0
,,MT09_RM04A,11/07/2022,7,2022,23,23:55:00,R,EE04865,0,1,,202,380,,,46.8,,,,,BLM seabird project,RM04A,NS2,"RF, tagged by BM for CIESM",,,0
,,MT22_StPauls_Nestboxledge,16/06/2022,6,2022,20,20:45:00,N,EE04560,0,1,,,370,,,,,,,,BLM seabird project,Nestbox ledge,NB03,FM,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,21,21:39:00,N,EE04571,0,4,,,450,,,,,,,,BLM seabird project,Main Cave MN,way in,,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,21,21:44:00,N,EE04572,0,4,,,440,,,,,,,,BLM seabird project,Main Cave,way in lower hole,by hand,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,21,21:46:00,N,EE04573,0,4,,,430,,,,,,,,BLM seabird project,Main Cave,way in lower hole,by hand,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,22,22:05:00,N,EE04574,0,4,,,450,,,,,,,,BLM seabird project,Main Cave MN,way in,,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,22,22:11:00,N,EE04575,0,4,,,390,,,,,,,,BLM seabird project,Main Cave Mn,way in,,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,22,22:13:00,R,EE06642,0,4,,,460,,,,,,,,BLM seabird project,Main Cave MN,way in,,,,0
,,MT22_StPauls_MainCave,16/06/2022,6,2022,22,22:24:00,R,EE02619,0,4,,,415,,,,,,,,BLM seabird project,Main Cave MN,way in,,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:00:00,R,EE04855,0,1,,221,380,,,46.3,,,,,BLM seabird project,Big Crack,NB02,,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:05:00,R,EE04856,0,1,,209,400,,,46.3,,,,,BLM seabird project,Big Crack,NB23,,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:20:00,N,EE04989,0,1,,172,380,,,46.3,,,,,BLM seabird project,Big Crack,NB19,overlapped on pupose,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:25:00,R,EE04870,0,3J,,,,,,,,,,,BLM seabird project,Big Crack,NB01 ,not in its nest,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:40:00,R,EE04991,0,1,,211,285,,,47.4,,,,,BLM seabird project,Rm01,NB26,RF,,,0
,,MT09_RM01,01/07/2022,7,2022,19,19:45:00,R,EE04980,0,1,,218,330,,,45.5,,,,,BLM seabird project,RM01,NB07,RF,,,0
,,MT09_RM05GC_Central,01/07/2022,7,2022,21,21:00:00,N,EE04896,0,3J,,216,320,,,44,,,,,BLM seabird project,Gregale central ledge,way out,dirty belly,,,0
,,MT09_RM05GC_North,01/07/2022,7,2022,21,21:25:00,R,EE01937,0,4,,,410,,,,,,,,BLM seabird project,Gregale North ledge,way in,old ring EE01937 replaced with new ring EE04990,,,0
,,MT09_RM05GC_North,01/07/2022,7,2022,21,21:25:00,R,EE04990,1,4,,,410,,,,,,,,BLM seabird project,Gregale North ledge,way in,old ring EE01937 replaced with new ring EE04990,,,0
,,MT09_RM05GC_Central,01/07/2022,7,2022,21,21:51:00,R,EE04061,0,4,,,,,,,,,,,BLM seabird project,Gregale central ledge,way in,,,,0
,,MT09_RM05GC_South,01/07/2022,7,2022,21,21:35:00,N,EE04897,0,3J,,228,430,,,45.9,,,,,BLM seabird project,Gregale South ledge,way out,,,,0
,,MT09_RM05GC_North,01/07/2022,7,2022,22,22:00:00,N,EE04898,0,1,,191,230,,,,,,,,BLM seabird project,Gregale ,NS10,FL,,,0
,,MT09_RM05GC_North,01/07/2022,7,2022,22,22:00:00,N,EE04899,0,3J,,220,420,,,44.5,,,,,BLM seabird project,Gregale North ledge,way out,,,,0
,,MT09_RM05GC_Central,01/07/2022,7,2022,22,22:16:00,R,EE02557,0,4,,,470,,,,,,,,BLM seabird project,Gregale central ledge,way in,,,,0
,,MT09_RM05BT_Upper,02/07/2022,7,2022,0,00:00:00,N,EE04900,0,3J,,232,420,,,47.4,,,,,BLM seabird project,Butter Cave upper ,way out,,,,0
,,MT09_RM05BT_Lower,02/07/2022,7,2022,0,00:05:00,N,EE04951,0,3J,,217,390,,,45.2,,,,,BLM seabird project,Butter Cave Lower,outside,"dirty belly, overlapped on purpose",,,0
,,MT09_RM05BT_Upper,02/07/2022,7,2022,0,00:15:00,N,EE04952,0,1,,215,490,,,46,,,,,BLM seabird project,Butter Cave upper ,NS6,RF,,,0
,,MT09_RM05BT_Upper,02/07/2022,7,2022,0,00:20:00,N,EE04953,0,4,,,370,,,,,,,,BLM seabird project,Butter Cave upper ,way out,overlapped on purpose,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,21,21:00:00,R,EE06857,0,4,,,420,,,,,,,,BLM seabird project,Eggshell Cave,way in,A25 removed,,,0
,,MT24_Majjistral_Thomas,24/05/2022,5,2022,21,21:15:00,N,EE04901,0,4,,,330,,,,,,,,BLM seabird project,Thomas Cave,NS1 way out ,prospector,BP6,,1
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,21,21:36:00,R,EE03029,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in ,A33 removed,,,0
,,MT24_Majjistral_Thomas,24/05/2022,5,2022,21,21:40:00,N,EE04969,0,4,,,310,,,,,,,,BLM seabird project,Thomas Cave,outside ,prospector,BP5,,1
,,MT24_Majjistral_Thomas,24/05/2022,5,2022,22,22:24:00,R,EE02308,0,4,,,380,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Thomas,24/05/2022,5,2022,22,22:27:00,R,EE03333,0,4,,,410,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Thomas,24/05/2022,5,2022,22,22:40:00,R,EE02240,0,4,,,360,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,22,22:46:00,R,EE02117,0,4,,,430,,,,,,,,BLM seabird project,Eggshell Cave,way in,A16 removed,,,0
,,MT24_Majjistral_Eggshell,24/05/2022,5,2022,22,22:55:00,R,EE02242,0,4,,236,380,33.6,7.2,47.5,6.1,46.8,50.2,26.4,BLM seabird project,Eggshell Cave,way in ,BW104 retrieved,,H 50.2 Blood & P,0
,,MT24_Majjistral_Thomas,08/06/2022,6,2022,21,21:17:00,N,EE04853,0,4,,,385,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Thomas,08/06/2022,6,2022,21,21:26:00,R,EE02203,0,4,,,415,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Thomas,08/06/2022,6,2022,22,22:16:00,R,EE02233,0,4,,,440,,,,,,,,BLM seabird project,Thomas Cave,way in,,,,0
,,MT24_Majjistral_Thomas,08/06/2022,6,2022,23,23:35:00,R,EE02204,0,4,,,370,,,,,,,,BLM seabird project,Thomas Cave,way in,BW121 retrieved,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,21,21:21:00,R,EE03035,0,4,,,410,,,,,,,,BLM seabird project,Eggshell Cave,way in ,D21 removed,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,21,21:25:00,R,EE03050,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in,D10 removed,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,21,21:30:00,R,EE03427,0,4,,,460,,,,,,,,BLM seabird project,Eggshell Cave,way in,D80,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,21,21:45:00,R,EE03269,0,4,,,390,,,,,,,,BLM seabird project,Eggshell Cave,way in,D17,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,21,21:56:00,N,EE04854,0,4,,,335,,,,,,,,BLM seabird project,Eggshell Cave,way in,,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,22,22:00:00,R,EE04792,0,4,,,435,,,,,,,,BLM seabird project,Eggshell Cave,way in,A32,,,0
,,MT24_Majjistral_Eggshell,08/06/2022,6,2022,22,22:36:00,R,EE03010,0,4,,,450,,,,,,,,BLM seabird project,Eggshell Cave,way in,BW110,,,0
,,MT17_Cominotto_2,30/06/2022,6,2022,21,21:45:00,N,EE04987,0,3J,,228,420,,,47,,,,,BLM seabird project,Cominotto cave 2,outside,,,,0
,,MT17_Cominotto_9,30/06/2022,6,2022,22,22:15:00,R,EE03841,0,4,,,,,,,,,,,BLM seabird project,Cominoto Cave 9,way in,,,,0
,,MT17_Cominotto_2,30/06/2022,6,2022,23,23:00:00,N,EE04988,0,3J,,211,360,,,44.3,,,,,BLM seabird project,Cominotto Cave 2,outside,overlapped on purpose,,,0
,,MT22_StPauls_Nestboxledge,12/07/2022,7,2022,17,17:15:00,R,EE04560,0,1,,211,345,,,43.1,,,,,BLM seabird project,Nestbox ledge,NB03,RF,,,0
,,MT09_RM01,29/06/2022,6,2022,21,21:15:00,R,EE04856,0,1,,205,400,,,46.6,,,,,Marie Claire & Ben,RM01,NB23,A1 tag CIESM,,,0
,,MT09_RM01,29/06/2022,6,2022,23,23:05:00,R,EE04229,0,4,,240,385,,,45.5,,,,,Marie Claire & Ben,RM01,NB23,A2 tag CIESM,,,0
,,MT09_RM01,03/07/2022,7,2022,0,00:30:00,R,EE04542,0,4,,235,360,,,47.7,,,,,Marie Claire & Ben,RM01,NB26,M6 tag CIESM,,,0
,,MT09_RM01,03/07/2022,7,2022,0,00:50:00,R,EE04991,0,1,,215,365,,,46.3,,,,,Marie Claire & Ben,RM01,NB26,A10 tag CIESM,,,0
,,MT09_RM04A,02/07/2022,7,2022,21,21:00:00,R,EE04867,0,3J,,217,350,,,45.7,,,,,Marie Claire & Ben,RM04A,NS3,A3 tag CIESM,,,0
,,MT09_RM01,08/07/2022,7,2022,21,21:45:00,N,EE04942,0,3J,,234,425,,,48.7,,,,,Marie Claire & Ben,RM01,fig tree area,A6 tag CIESM,,,0
,,MT09_RM01,08/07/2022,7,2022,21,21:30:00,N,EE04941,0,3J,,226,365,,,47.4,,,,,Marie Claire & Ben,RM01,above big crack,M10 tag CIESM,,,0
,,MT09_RM01,27/06/2022,6,2022,20,20:50:00,R,EE04856,0,1,,196,390,,,46.5,,,,,Marie Claire & Ben,RM01,NB23,spot on head renewed,,,0
,,MT09_RM01,27/06/2022,6,2022,21,21:05:00,R,EE04855,0,1,,217,420,,,41.4,,,,,Marie Claire & Ben,RM01,NB02,weight with tag (~10g),,,0
,,MT09_RM01,27/06/2022,6,2022,21,21:20:00,N,EE04861,0,3J,,235,340,,,45.6,,,,,Marie Claire & Ben,RM01,big crack,Ring overlapped on purpose; Probably ringed on R leg in error; UTC collected,,,0
,,MT09_RM01,27/06/2022,6,2022,21,21:35:00,N,EE04862,0,3J,,233,380,,,46.2,,,,,Marie Claire & Ben,RM01,fig tree,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM01,27/06/2022,6,2022,21,21:35:00,R,EE04991,0,1,,204,340,,,45.8,,,,,Marie Claire & Ben,RM01,NB26,,,,0
,,MT09_RM01,27/06/2022,6,2022,21,21:57:00,N,EE04863,0,3J,,228,385,,,49.3,,,,,Marie Claire & Ben,RM01,big crack,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM04A,27/06/2022,6,2022,23,23:25:00,R,EE04529,0,4,,,,,,,,,,,Marie Claire & Ben,RM04a,NS2,Arrived with food,,,0
,,MT09_RM01,28/06/2022,6,2022,0,00:35:00,R,EE02421,0,4,,,,,,,,,,,Marie Claire & Ben,RM01,big crack,,,,0
,,MT09_RM01,29/06/2022,6,2022,20,20:45:00,R,EE04991,0,1,,205,310,,,,,,,,Marie Claire & Ben,RM01,NB26,,,,0
,,MT09_RM01,29/06/2022,6,2022,21,21:00:00,R,EE04856,0,1,,205,400,,,,,,,,Marie Claire & Ben,RM01,NB23,,,,0
,,MT09_RM01,29/06/2022,6,2022,21,21:07:00,R,EE04855,0,1,,,400,,,,,,,,Marie Claire & Ben,RM01,NB02,weight with tag (~10g),,,0
,,MT09_RM01,29/06/2022,6,2022,21,21:45:00,N,EE04864,0,3J,,223,310,,,45.7,,,,,Marie Claire & Ben,RM01,big crack,Ring overlapped on purpose; UTC collected; primaries still in waxy sheath,,,0
,,MT09_RM01,29/06/2022,6,2022,23,23:05:00,R,EE02421,0,4,,,285,,,,,,,,Marie Claire & Ben,RM01,big crack,Ring on L leg,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:05:00,N,EE04865,0,1,,168,345,,,45,,,,,Marie Claire & Ben,RM04a,NS2,Ring overlapped on purpose; still very young,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:10:00,N,EE04866,0,3J,,218,315,,,44.3,,,,,Marie Claire & Ben,RM04a,NS6,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:40:00,R,EE04031,0,4,,,415,,,,,,,,Marie Claire & Ben,RM04a,NS3,Ring on L leg,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:45:00,R,EE03318,0,4,,,430,,,,,,,,Marie Claire & Ben,RM04a,NS3,,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:57:00,N,EE04867,0,3J,,217,350,,,44.6,,,,,Marie Claire & Ben,RM04a,NS3,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:17:00,R,EE03332,0,4,,,390,,,,,,,,Marie Claire & Ben,RM04a,,,,,0
,,MT09_RM04A,30/06/2022,6,2022,21,21:18:00,N,EE04868,0,3J,,227,385,,,46.5,,,,,Marie Claire & Ben,RM04a,NS4,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM04A,30/06/2022,6,2022,22,22:15:00,R,EE04035,0,4,,,300,,,,,,,,Marie Claire & Ben,RM04a,,,,,0
,,MT09_RM01,30/06/2022,6,2022,23,23:25:00,N,EE04869,0,3J,,216,290,,,43.8,,,,,Marie Claire & Ben,RM01,"beyond boulder nest boxes, towards cliff face",,,,0
,,MT09_RM01,01/07/2022,6,2022,1,01:05:00,N,EE04870,0,3J,,223,420,,,46,,,,,Marie Claire & Ben,RM01,big crack,Ring overlapped on purpose; UTC collected,,,0
,,MT09_RM01,01/07/2022,6,2022,1,01:05:00,R,EE04855,0,3J,,,,,,,,,,,Marie Claire & Ben,RM01,big crack,,,,0
,,MT09_RM04A,01/07/2022,7,2022,22,22:05:00,R,EE04918,0,3J,,232,365,,,,,,,,Marie Claire & Ben,RM04a,NS6,,,,0
,,MT09_RM04A,02/07/2022,7,2022,20,20:45:00,R,EE04865,0,1,,176,325,,,,,,,,Marie Claire & Ben,RM04a,NS2,,,,0
,,MT09_RM04A,02/07/2022,7,2022,21,21:00:00,R,EE04866,0,3J,,218,285,,,44.8,,,,,Marie Claire & Ben,RM04a,NS6,,,,0
,,MT09_RM04A,02/07/2022,7,2022,21,21:47:00,R,EE03753,0,4,,,360,,,,,,,,Marie Claire & Ben,RM04a,,,,,0
,,MT09_RM04A,02/07/2022,7,2022,22,22:15:00,R,EE03318,0,4,,,390,,,,,,,,Marie Claire & Ben,RM04a,NS3,,,,0
,,MT09_RM01,18/07/2022,7,2022,20,20:00:00,R,EE04960,0,1,,188,370,,,45.3,,,,,BLM seabird project,RM01,NB18,,,,0
,,MT09_RM01,18/07/2022,7,2022,20,20:40:00,R,EE04989,0,3J,,214,270,,,46.4,,,,,BLM seabird project,RM01,NB19,way out,,,0
,,office,25/07/2022,7,2022,23,23:00:00,N,EE04943,0,3J,,224,350,,,46.6,,,,,BLM seabird project,Grounded exiles sliema same day,released Rdum tal-Madonna 25/07/2022,,,,0
,,office,02/08/2022,8,2022,20,20:00:00,N,EE04944,0,3J,,218,300,,,44.4,,,,,BLM seabird project,Grounded slieam exiles 26/07/2022; weight increased from 210 to 300; released 02/08/2022,,,,,0
,,office,10/08/2022,8,2022,20,20:02:00,N,EE04934,0,3J,,,250,,,,,,,,BLM seabird project,Found on beach Ghadira 03/08/2022 released 10/08 at RM04 on top,,,,,0
,,MT09_RM01,16/11/2022,11,2022,6,06:25:00,R,FF03205,0,4,,,,,,,,,,,BLM seabird project,RM01,NB20,inside with EE04226,,,0
,,MT09_RM01,16/11/2022,11,2022,6,06:25:00,R,EE04226,0,4,,,,,,,,,,,BLM seabird project,RM01,NB20,inside with FF3205,,,0
